instrument_id,stable_provision_id,parent_stable_provision_id,article,structural_kind
EU-2020-1201,EU-2020-1201:5(3),,5,composite
EU-2020-1201,EU-2020-1201:5(3)(a),EU-2020-1201:5(3),5,point
EU-2020-1201,EU-2020-1201:5(3)(b),EU-2020-1201:5(3),5,point
EU-2020-1201,EU-2020-1201:5(3)(c),EU-2020-1201:5(3),5,point
EU-2020-1201,EU-2020-1201:5(4),,5,composite
EU-2020-1201,EU-2020-1201:5(4)(a),EU-2020-1201:5(4),5,point
EU-2020-1201,EU-2020-1201:5(4)(b),EU-2020-1201:5(4),5,point
EU-2020-1201,EU-2020-1201:5(4)-sub1,EU-2020-1201:5(4),5,subparagraph
EU-2020-1201,EU-2020-1201:6(1),,6,paragraph
EU-2020-1201,EU-2020-1201:6(2),,6,composite
EU-2020-1201,EU-2020-1201:6(2)(a),EU-2020-1201:6(2),6,point
EU-2020-1201,EU-2020-1201:6(2)(b),EU-2020-1201:6(2),6,point
EU-2020-1201,EU-2020-1201:6(3),,6,paragraph
EU-2020-1201,EU-2020-1201:6(4),,6,paragraph
EU-2020-1201,EU-2020-1201:7(1),,7,composite
EU-2020-1201,EU-2020-1201:7(1)(a),EU-2020-1201:7(1),7,point
EU-2020-1201,EU-2020-1201:7(1)(b),EU-2020-1201:7(1),7,point
EU-2020-1201,EU-2020-1201:7(1)(c),EU-2020-1201:7(1),7,point
EU-2020-1201,EU-2020-1201:7(1)(d),EU-2020-1201:7(1),7,point
EU-2020-1201,EU-2020-1201:7(1)(e),EU-2020-1201:7(1),7,point
EU-2020-1201,EU-2020-1201:7(1)(e)-sub1,EU-2020-1201:7(1)(e),7,subparagraph
EU-2020-1201,EU-2020-1201:7(1)(e)-sub2,EU-2020-1201:7(1)(e),7,subparagraph
EU-2020-1201,EU-2020-1201:7(2),,7,paragraph
EU-2020-1201,EU-2020-1201:7(3),,7,composite
EU-2020-1201,EU-2020-1201:7(3)(a),EU-2020-1201:7(3),7,point
EU-2020-1201,EU-2020-1201:7(3)(b),EU-2020-1201:7(3),7,point
EU-2020-1201,EU-2020-1201:8(1),,8,paragraph
EU-2020-1201,EU-2020-1201:8(2),,8,composite
EU-2020-1201,EU-2020-1201:8(2)(a),EU-2020-1201:8(2),8,point
EU-2020-1201,EU-2020-1201:8(2)(b),EU-2020-1201:8(2),8,point
EU-2020-1201,EU-2020-1201:8(2)-sub1,EU-2020-1201:8(2),8,subparagraph
EU-2020-1201,EU-2020-1201:9(1),,9,paragraph
EU-2020-1201,EU-2020-1201:9(2),,9,paragraph
EU-2020-1201,EU-2020-1201:9(3),,9,paragraph
EU-2020-1201,EU-2020-1201:10,,10,stem
EU-2020-1201,EU-2020-1201:10-sub1,EU-2020-1201:10,10,subparagraph
EU-2020-1201,EU-2020-1201:10-sub2,EU-2020-1201:10,10,subparagraph
EU-2020-1201,EU-2020-1201:10-sub3,EU-2020-1201:10,10,subparagraph
EU-2020-1201,EU-2020-1201:11(1),,11,paragraph
EU-2020-1201,EU-2020-1201:11(2),,11,paragraph
EU-2020-1201,EU-2020-1201:11(3),,11,paragraph
EU-2020-1201,EU-2020-1201:12,,12,stem
EU-2020-1201,EU-2020-1201:13(1),,13,paragraph
EU-2020-1201,EU-2020-1201:13(1)-sub1,EU-2020-1201:13(1),13,subparagraph
EU-2020-1201,EU-2020-1201:13(2),,13,paragraph
EU-2020-1201,EU-2020-1201:14(1),,14,paragraph
EU-2020-1201,EU-2020-1201:14(2),,14,paragraph
EU-2020-1201,EU-2020-1201:15(1),,15,composite
EU-2020-1201,EU-2020-1201:15(1)(a),EU-2020-1201:15(1),15,point
EU-2020-1201,EU-2020-1201:15(1)(b),EU-2020-1201:15(1),15,point
EU-2020-1201,EU-2020-1201:15(2),,15,composite
EU-2020-1201,EU-2020-1201:15(2)(a),EU-2020-1201:15(2),15,point
EU-2020-1201,EU-2020-1201:15(2)(b),EU-2020-1201:15(2),15,point
EU-2020-1201,EU-2020-1201:15(2)-final-subparagraph,EU-2020-1201:15(2),15,subparagraph
EU-2020-1201,EU-2020-1201:15(3),,15,paragraph
EU-2020-1201,EU-2020-1201:15(4),,15,paragraph
EU-2020-1201,EU-2020-1201:15(5),,15,paragraph
EU-2020-1201,EU-2020-1201:16(1),,16,paragraph
EU-2020-1201,EU-2020-1201:16(2),,16,paragraph
EU-2020-1201,EU-2020-1201:16(3),,16,paragraph
EU-2020-1201,EU-2020-1201:17,,17,stem
