source_repo,source_commit,source_path,source_sha256,disposition,destination,reason
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,SPECS/ONTOLOGY.md,2999c07fe95b86bd2d5a2d522c29223a3f05a74b82be96a0a35c5c4e65ef1bd4,EXCLUDED_INVENTORIED,,development-stage or historical implementation record
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,SPECS/TIER-E-engine.md,3feda39c4a2af6a27a2dc105d12890bb648588fd92974274ac4a6403f3411038,EXCLUDED_INVENTORIED,,development-stage or historical implementation record
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,SPECS/TIER-G-geography.md,f3a42fb8c2fd7c30ed472f63727aa5c1ae403d46e745f5a019bd3f296ca59b6a,EXCLUDED_INVENTORIED,,development-stage or historical implementation record
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,SPECS/TIER-L-legal-corpus.md,cfdf6741d892c882e5a72295e19102e1a6843af6037c93023c8df32cd5fc25d7,EXCLUDED_INVENTORIED,,development-stage or historical implementation record
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,SPECS/TIER-P-product.md,36e224006a44e5e9280fb71a9037fece7a07336c934f829a0fc3e1f5501c37b5,EXCLUDED_INVENTORIED,,development-stage or historical implementation record
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/DET_3_12_1_2026_FITO.pdf,aa98c288b761055f4da4be515ea2c77883bb590185f0fe10149f59e4800af057,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/DET_3_12_1_2026_FITO.txt,2db986cea68c5fcd377ba3673885a708773170608c40aa3145861add451b3a09,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/DET_51_24_3_2026.txt,01cd9ea1fe2280d710bd10c2b3ff58dd08ca3cadec7ff3091f5a095f3b746bc1,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/holdings.csv,2efe29a6c3d9a5180f135e82102408bb6fe744a328d276ca7287afb8f45c4c59,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/holdings.parquet,b0896abc0b28d0e734ee665339d799ff549ed71abd3250a599333d69948863f6,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/instruments.csv,9dd2c2f285016e6b779fa0847fb1b46200b188a8a6b258093e616128e9bf3147,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/instruments.parquet,2db6f6fe9768f7b3de2c5d7b163d6416051138ec5bc4c3986ee3b6b6b8f1b3f2,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/interventions.parquet,27f6f017a54717abe352840c296afd036f820c1527e36e4cbdf658a5d8ff7564,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/official_areas.csv,c7a8ce5aeaf904cbba2fa6f548158580304e25f962e9234fa046ae5caa760cde,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/official_areas.parquet,da0857b9d6376b4b46608201c76f01ef0ae2935fc62ab4e9a52a94707fb76b86,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/parcels.csv,4c02a508c0cb5f1f3788e95961af177f4513386853ce89d10f45c15bb5582c1f,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/parcels.parquet,d7d32cbf6c6494cf755dfd1b538661933c28a87e5e0b320eac481144ffed8e6c,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/parties.parquet,4cc19ea0e14b1ea696fa3392d90d1a2f4d8d503db7c87736833ccabd2a4344b0,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/plants.csv,89699d8514947ffe71760185ff3fdbb30105f55a1db5e6b214c605868ea87dbd,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/curated/plants.parquet,820908e33a9f06ffe9e693d9196831b5a81e01d46abc42c82024f9aaccb85e86,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/curation_report.json,91ea3fa9eb7693b8d333a64fc6a2a82214ac1e2f09a2050f904a7407b5ca0b7b,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/extract_manifest.csv,ebea79cc69ee12e481a343262e08ec2aa2ea4de4d3a23c436ff3610a340f4797,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/extract_manifest.parquet,79babd5317e8e3348987aa16ecf56398f8ed3c0703a98cfd65a2df083fb063ee,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/post_extract_counts.json,3f99b5039a89e5649349856f7dc25a0c5383bab5a29f80f9d20a598cc24e0191,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/rid_ledger.csv,f493be9cfb92888db44d4256c088417dd22e285e65331a89e9405a01294266be,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/upload_partial.json,bc741769074d2eff17722bd21bc57685ccabd649ed8abb15b63d2017d8c09c4c,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/evidence/upload_remaining.json,4c79f2694d1212cf42b0b50e9189c6b5126345cec509af4db2e71c4ac4a5c983,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/quarantine/quarantine.csv,ed2e8ad52c95ad6f0aeed6296dbb9dfd1a3832ab90b4f216f0754976414e6ca8,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/quarantine/quarantine.parquet,44d2df44cc52f013dead3a9d11b5e1507a09de3e3d104ea40824d7451ec1d92a,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/_small_all.json,d9ec3b5d514fe8d5ca272d66ef87b908ca95b1e0761923d72caf7f4aca69ec31,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_167_2025.done.json,88f5ae7a8637c572a7be37dffe87968917dffbeceab1fbc28790fb86338ee399,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_167_2025.manifest.json,e0ab063c43f4e0a65a2bac88f7d753142e6f8467284c305355900d49cc1b0f79,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_167_2025.pdf,af68e7dd91574e7231ce287170f47a80758b901b877404885b8d1c6e28557a7d,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_39_2026_leverano.pdf,32c4433e31fa61588c90382bbc092ebba57fa9d024f2b5aa7e8b85acd58782a0,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_39_2026_rutigliano.manifest.json,b80b9537c9869cbaf791f13708d1e4e37054faef9a0d59dee82d75a8dcd3e9a3,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_39_2026_rutigliano.pdf,699b9799468a0d1a5b4f964eee6ad8a2156fa222ccc6cdd87f71203855da2db8,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_79_2026.done.json,0d93fd54e5ff3c33dd825dd5902505e4b1e1e59f679771c23123feea28d09b89,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_79_2026.manifest.json,fbc72947d50cbb4b9bda60ca88401e72752a66cbec04bdaebe681acd75030bd4,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_79_2026.pdf,f1b02c2afbc2800495fbc4e80b045c6f062d52a2db15bedfa6420afbcc6262dc,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_92_2024.manifest.json,27e3f4a248683469988083b06cd14c6602c3c3d1e71c3f80389dc41d5d898d8c,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_92_2024.pdf,083e74fe2c57a73f710ff7f479dd2d960a6bb2df985e7340ca4d496a21c0a5fc,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_93_2024.done.json,1b391055cfd595855ffa299b19e964ea4d2336a7b4f6a2b9fb59358b11ca3def,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_93_2024.manifest.json,78693d60638d5a3921ef296e31dc073daccf09354ed4577402fb05603e3661a3,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DDS_93_2024.pdf,896ef6a0969d1d6dce8592601e6f3e2ca1aa1745f14e8f4d0b2e94e89c986756,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_2_2026.done.json,504e49cd9c47a8aa530fa8b376280c7b76cab9d92f6865dc1d3ef374b48f6411,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_2_2026.manifest.json,fdcc3aded0608126620de108f389ea93fed88c11e8ccd3d0874a5b89789c150d,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_2_2026.pdf,ad2fb7bd8931dee043c398bdac6e04ff1a6f918a5c8cd6901677af8401b35504,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_3_2026.done.json,8392b01dbe5f85f7fa1c4baff1a1ec29ce634b78b4bc546a42323deafbf40200,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_3_2026.manifest.json,86bdd23a1ec2dda224a4fc698af9678244ed0339f81678107cb05b43210fa201,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/acts/DET_3_2026.pdf,aa98c288b761055f4da4be515ea2c77883bb590185f0fe10149f59e4800af057,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/fastidiosa_positivi.done.json,e0557893ab87ec51e268c5e5f6e348c0a7359d90b72e7a4015b6252da02fc794,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/fastidiosa_positivi.jsonl,55ee9000bd1ac733e256dc62bfbd3a1df84f37e02c69651562bde8340e03db59,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/fastidiosa_positivi.manifest.json,e83e5ff37c10cfee28d4a0b7ecca8d3530e23e91f70ca06a0e8803ec62c5b41b,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/multiplex_positivi.done.json,fa300af2fe4cf9e90ec23175fc2a334e248a6dc85d764d4bb4884af23cad3042,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/multiplex_positivi.jsonl,065f181ef263055425c76391547b66d3d16d5760f5482f320a99adee593c4d8c,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/multiplex_positivi.manifest.json,dec528b6a21723f4f4ad6fa97ac6826b9aa9a6a11d8d11a1707b4fd4ab0e1b21,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/pauca_positivi.done.json,6ff2cb5e4ead621c794177b3102837250c79fb71d37553c05d2ee5535b0ec704,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/pauca_positivi.jsonl,3ec41d812bbce76ab560c826de05ecd3516f592b9e5421683edd5d25eed9ade7,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monitoring/pauca_positivi.manifest.json,cbd8b53d5330fe5775ca8f96edf75b6a08594288a771dcf446218b0615825ddc,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bari_empty.done.json,7c3ac84fce1f517c023dc6f6af0198381e87c45567bd663160e1f863fd96f1b6,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bari_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bari_empty.manifest.json,deda527def9af7ca04c7aa11725fec8b6d4e5bf2cd787f21a37e9ac885ee2489,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bitonto_empty.done.json,ebe13df6899762c418cc21ee5ff958925aeecfeb5eab01653c0b8a513f88ad4e,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bitonto_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/bitonto_empty.manifest.json,698046e6631f60f46db1b10f0731c65809574adf32ac5c7d07a3a47881c9f2e8,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/capurso_empty.done.json,0cb0eb1b6a127b9170ae007e9923e4b1abd227c5cb549bb1fe8f9ef4caa614d7,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/capurso_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/capurso_empty.manifest.json,87e02613b078acae741c3fe4d3a422341f9804a287dd45b8fcb8a220c44287cd,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/crispiano.done.json,f1b1e9153c9fd99ffbb3f5c161339498415f0639b4e584dca5dec5c2eb5d4d70,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/crispiano.jsonl,8ced21ee609b8682e06ce0ca1f049c1d91e1080c95130eb6e28ab6626a1e160e,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/crispiano.manifest.json,7764e62c90348ffe55c9df04ca3ab7e07467c1713a3d383413b2a8bedb781525,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/modugno_empty.done.json,098de04ae1366bfa823f044a88e54f1543399c7c9428d0f372ba8da397711afc,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/modugno_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/modugno_empty.manifest.json,3df980305c0de2991cc55cfa4a1c5cf79a7b7df45201eab5e28cf35c79d2bf5e,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/noicattaro_empty.done.json,b1eda6bcdc8f551af4f36e375e5f3f593a27a03f74694b5b6b215472cf21a6a9,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/noicattaro_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/noicattaro_empty.manifest.json,06eacd7cebb66d32515cfdfd75f51119fe1bc50d20728182647d825a402f7071,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/triggiano_empty.done.json,3d3dc8505be1a72445d48966f0e39063bfa729eff59da2a0cb6e517073c6c3c0,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/triggiano_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/triggiano_empty.manifest.json,793db41c9cfdce5eef63ad7258d1b026dccd14799e12174f0baf79e8433c557d,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/valenzano_empty.done.json,eb574f94fc7874fc5bb7650869759489d9b6c651d0600f2b34d7e0619ef69ad4,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/valenzano_empty.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/monumental/valenzano_empty.manifest.json,1d1453b212b137a040f4df6f0ee8be27a676411646de48542a5f447cb6c1bb50,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/official_areas_raw.csv,10611afc508a4edc1d72379738e71a956138e3af269777eee3c72daf9e374868,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/official_areas_raw.parquet,3bbbc4ccee996c3857b11dc7dea82836479b46894739a15f7eabdae79cd30646,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/_summary.json,d163106fcbf9bd7d87ef40d21498470ecc74bd8bb511b56bb58aff3e82efba93,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bari.done.json,537d5c6fdb97e93a6db4e224eadfd2aa9c7a291396377e1f5aedf81a9896a340,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bari.ids.json,c53a1c551156041d39929c390a35b196ef82aa5ab9ddb4fcc78a6bed3ca57f0a,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bari.jsonl,460e02564283c635d141fc47f6fe74740ede479d1c57ba154cb6829caec33e8f,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bari.manifest.json,cccd1443c1dc827d9a6e4b393234b5a35e43a6dc9887eb8e8d36de4cb23c2196,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bitonto.done.json,a7f131c521c4930086eef22b3f39b53b9e6d53474eb993a1718e1e0469da11fd,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bitonto.ids.json,6d19dc6ee4e00cf18f7811077732a48e6c9eae5eb7154230764e836bef1e53d4,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
wedge1-aip,6bb69176e691199bc232da489374c042441471f0,data-tmp/b1/raw/parcels/bitonto.jsonl,cea6e854057f272e84823b20f21061eef9518b78ecb487e7fb14f53c2105c89e,EXCLUDED_INVENTORIED,,derived or regenerable bulk excluded from lean authority
